Order_ID,Order_Date,Customer_ID,Customer_Name,Product_ID,Product_Name,Category,Region,City,Quantity,Unit_Price,Discount,Revenue,Cost,Profit,Payment_Method,Customer_Segment,Year,Month,Month_Name,Quarter,Profit_Margin_Pct
ORD006010,2025-03-04,C0226,Ella Wilson,P023,Robot Vacuum,Home Appliances,North West,Manchester,3,345.2,0.0,1035.6,641.19,394.41,Credit Card,Small Business,2025,3,Mar,Q1,38.08516801853998
ORD006025,2025-03-04,C0257,Isla Edwards,P004,Bluetooth Speaker,Electronics,North East,Sunderland,1,88.94,0.05,84.49,48.61,35.88,Debit Card,Consumer,2025,3,Mar,Q1,42.46656409042491
ORD006276,2025-03-04,C0510,Lucas White,P010,Standing Desk,Furniture,South West,Exeter,3,491.16,0.0,1473.48,950.52,522.96,PayPal,Consumer,2025,3,Mar,Q1,35.49148953497842
ORD006323,2025-03-04,C0552,Emily Taylor,P003,Wireless Headphones,Electronics,Yorkshire,Sheffield,1,147.51,0.05,140.13,83.62,56.51,Credit Card,Small Business,2025,3,Mar,Q1,40.32683936344822
ORD006572,2025-03-04,C0209,Muhammad White,P005,Mechanical Keyboard,Electronics,Yorkshire,Leeds,1,121.23,0.1,109.11,64.51,44.6,Debit Card,Consumer,2025,3,Mar,Q1,40.87618000183301
ORD006634,2025-03-04,C0628,Olivia White,P026,Blender,Home Appliances,Yorkshire,York,1,70.98,0.1,63.88,35.1,28.78,Credit Card,Consumer,2025,3,Mar,Q1,45.053224796493424
ORD007200,2025-03-04,C0540,Jack Jones,P003,Wireless Headphones,Electronics,West Midlands,Wolverhampton,2,148.27,0.0,296.54,170.48,126.06,Credit Card,Consumer,2025,3,Mar,Q1,42.51028529034869
ORD007833,2025-03-04,C0231,Jacob Roberts,P019,Fitness Tracker,Sports,South West,Exeter,1,130.98,0.1,117.88,69.76,48.12,PayPal,Small Business,2025,3,Mar,Q1,40.821174075330845
ORD007907,2025-03-04,C0155,Mia Brown,P004,Bluetooth Speaker,Electronics,Scotland,Glasgow,1,88.37,0.0,88.37,48.28,40.09,Credit Card,Consumer,2025,3,Mar,Q1,45.36607445965826
ORD008937,2025-03-04,C0535,Sophie Taylor,P025,Toaster,Home Appliances,East of England,Cambridge,3,38.25,0.15,97.54,60.15,37.39,Credit Card,Consumer,2025,3,Mar,Q1,38.33299159319253
ORD008952,2025-03-04,C0062,Ella White,P017,Yoga Mat,Sports,North West,Manchester,1,38.67,0.0,38.67,17.99,20.68,Debit Card,Consumer,2025,3,Mar,Q1,53.4781484354797
ORD009101,2025-03-04,C0870,Amelia Lewis,P008,USB-C Hub,Electronics,Scotland,Edinburgh,1,60.44,0.05,57.42,28.73,28.69,PayPal,Consumer,2025,3,Mar,Q1,49.96516893068617
ORD010108,2025-03-04,C0571,Freya Hughes,P004,Bluetooth Speaker,Electronics,London,London,2,86.73,0.05,164.79,96.38,68.41,Debit Card,Small Business,2025,3,Mar,Q1,41.513441349596455
ORD011053,2025-03-04,C0242,Olivia Hughes,P005,Mechanical Keyboard,Electronics,East of England,Norwich,1,123.98,0.2,99.18,66.66,32.52,Debit Card,Consumer,2025,3,Mar,Q1,32.78886872353297
ORD011328,2025-03-04,C0649,Olivia Hughes,P014,Office Desk,Furniture,South East,Brighton,2,329.26,0.15,559.74,393.7,166.04,Debit Card,Corporate,2025,3,Mar,Q1,29.663772465787687
ORD013038,2025-03-04,C0748,Sophie Jones,P011,Desk Lamp,Furniture,London,London,1,65.97,0.0,65.97,32.18,33.79,Debit Card,Corporate,2025,3,Mar,Q1,51.22025162952857
ORD013422,2025-03-04,C0167,Thomas Thompson,P028,Leather Wallet,Accessories,East of England,Ipswich,2,60.22,0.05,114.42,50.76,63.66,PayPal,Consumer,2025,3,Mar,Q1,55.637126376507595
ORD013669,2025-03-04,C0891,Lily Thomas,P005,Mechanical Keyboard,Electronics,North West,Liverpool,1,119.83,0.1,107.85,66.02,41.83,Debit Card,Consumer,2025,3,Mar,Q1,38.78535002318034
ORD013874,2025-03-04,C0477,Grace Thomas,P020,Sports Backpack,Sports,London,London,1,63.12,0.1,56.81,30.83,25.98,PayPal,Small Business,2025,3,Mar,Q1,45.73138531948601
ORD013957,2025-03-04,C0058,George Edwards,P013,Filing Cabinet,Furniture,South West,Plymouth,3,142.17,0.1,383.86,243.06,140.8,Credit Card,Corporate,2025,3,Mar,Q1,36.68003959777002
ORD014866,2025-03-04,C0982,Thomas Taylor,P006,Wireless Mouse,Electronics,South East,Reading,4,47.83,0.0,191.32,96.84,94.48,Credit Card,Consumer,2025,3,Mar,Q1,49.383232280995195
ORD014872,2025-03-04,C0496,Harry Wright,P011,Desk Lamp,Furniture,West Midlands,Coventry,3,67.63,0.0,202.89,94.41,108.48,Debit Card,Small Business,2025,3,Mar,Q1,53.467396125979604
ORD015606,2025-03-04,C0530,George Edwards,P020,Sports Backpack,Sports,London,London,2,60.41,0.0,120.82,62.64,58.18,PayPal,Consumer,2025,3,Mar,Q1,48.15427909286542
ORD015721,2025-03-04,C0696,George Jones,P008,USB-C Hub,Electronics,South West,Plymouth,1,60.07,0.0,60.07,29.14,30.93,Debit Card,Consumer,2025,3,Mar,Q1,51.48992841684701
ORD015723,2025-03-04,C0220,Lily White,P024,Electric Kettle,Home Appliances,North West,Liverpool,1,49.05,0.15,41.69,24.45,17.24,PayPal,Consumer,2025,3,Mar,Q1,41.35284240825138
ORD015767,2025-03-04,C0231,Jacob Roberts,P009,Office Chair,Furniture,London,London,2,244.45,0.0,488.9,292.44,196.46,Credit Card,Small Business,2025,3,Mar,Q1,40.1840867253017
ORD016655,2025-03-04,C0500,Noah Roberts,P003,Wireless Headphones,Electronics,South West,Bristol,1,153.51,0.1,138.16,84.97,53.19,Credit Card,Consumer,2025,3,Mar,Q1,38.4988419224088
ORD017531,2025-03-04,C0588,Olivia Thomas,P015,Running Shoes,Sports,Wales,Newport,1,118.8,0.1,106.92,65.37,41.55,Debit Card,Consumer,2025,3,Mar,Q1,38.86083052749719
ORD018504,2025-03-04,C0505,Mia Hall,P019,Fitness Tracker,Sports,London,London,1,125.9,0.05,119.6,72.08,47.52,Bank Transfer,Small Business,2025,3,Mar,Q1,39.73244147157191
ORD019258,2025-03-04,C0027,Jacob Hughes,P009,Office Chair,Furniture,London,London,6,250.6,0.15,1278.06,875.82,402.24,PayPal,Small Business,2025,3,Mar,Q1,31.472700812168448
ORD019972,2025-03-04,C0523,Ella Wilson,P015,Running Shoes,Sports,North West,Manchester,1,119.48,0.05,113.51,64.94,48.57,Credit Card,Consumer,2025,3,Mar,Q1,42.78918156990573
ORD000026,2025-03-05,C0303,George Jones,P024,Electric Kettle,Home Appliances,London,London,4,48.93,0.15,166.36,102.64,63.72,Debit Card,Small Business,2025,3,Mar,Q1,38.302476556864626
ORD001419,2025-03-05,C0237,Ella Brown,P017,Yoga Mat,Sports,West Midlands,Birmingham,2,39.32,0.0,78.64,36.1,42.54,Debit Card,Small Business,2025,3,Mar,Q1,54.094608341810776
ORD001670,2025-03-05,C0393,Charlie Evans,P022,Air Fryer,Home Appliances,Scotland,Aberdeen,3,125.12,0.0,375.36,207.51,167.85,Credit Card,Small Business,2025,3,Mar,Q1,44.717071611253196
ORD002675,2025-03-05,C0524,Liam Taylor,P029,Travel Bag,Accessories,Yorkshire,Sheffield,2,110.43,0.0,220.86,102.76,118.1,Credit Card,Small Business,2025,3,Mar,Q1,53.4727881916146
ORD002851,2025-03-05,C0184,Lucas Green,P017,Yoga Mat,Sports,Yorkshire,Sheffield,4,40.85,0.0,163.4,70.4,93.0,Bank Transfer,Small Business,2025,3,Mar,Q1,56.91554467564259
ORD002941,2025-03-05,C0806,Isabella Wilson,P029,Travel Bag,Accessories,West Midlands,Birmingham,2,105.4,0.15,179.18,105.22,73.96,PayPal,Corporate,2025,3,Mar,Q1,41.27692822859694
ORD003501,2025-03-05,C0253,Olivia Johnson,P025,Toaster,Home Appliances,London,London,1,38.0,0.1,34.2,20.06,14.14,Credit Card,Consumer,2025,3,Mar,Q1,41.34502923976608
ORD003894,2025-03-05,C0706,Sophie Davies,P013,Filing Cabinet,Furniture,East Midlands,Derby,1,142.13,0.05,135.02,81.9,53.12,Debit Card,Consumer,2025,3,Mar,Q1,39.3423196563472
ORD003918,2025-03-05,C0958,James Roberts,P019,Fitness Tracker,Sports,East Midlands,Derby,1,126.17,0.0,126.17,72.37,53.8,Debit Card,Small Business,2025,3,Mar,Q1,42.64088135055877
ORD004800,2025-03-05,C0537,Sophia Jones,P030,Smart Watch,Accessories,Wales,Swansea,2,218.4,0.05,414.96,268.48,146.48,Credit Card,Consumer,2025,3,Mar,Q1,35.29978793136688
ORD005753,2025-03-05,C0183,Charlie Davies,P003,Wireless Headphones,Electronics,Wales,Swansea,3,151.53,0.1,409.13,258.18,150.95,Debit Card,Small Business,2025,3,Mar,Q1,36.895363331948275
ORD005911,2025-03-05,C0897,Chloe Hall,P021,Coffee Machine,Home Appliances,South West,Plymouth,1,201.86,0.0,201.86,115.31,86.55,Debit Card,Consumer,2025,3,Mar,Q1,42.876250866937475
ORD006054,2025-03-05,C0234,Lucas Evans,P010,Standing Desk,Furniture,South East,Brighton,1,491.99,0.0,491.99,320.5,171.49,PayPal,Consumer,2025,3,Mar,Q1,34.856399520315456
ORD006105,2025-03-05,C0769,Ethan Green,P024,Electric Kettle,Home Appliances,North West,Liverpool,2,50.51,0.05,95.97,50.12,45.85,Bank Transfer,Consumer,2025,3,Mar,Q1,47.77534646243618
ORD006596,2025-03-05,C0829,Jacob Wilson,P028,Leather Wallet,Accessories,Wales,Swansea,1,55.81,0.0,55.81,25.48,30.33,PayPal,Consumer,2025,3,Mar,Q1,54.34509944454399
ORD007896,2025-03-05,C0259,Isabella Hughes,P020,Sports Backpack,Sports,North East,Middlesbrough,1,58.95,0.1,53.06,31.17,21.89,Credit Card,Consumer,2025,3,Mar,Q1,41.25518281191105
ORD008299,2025-03-05,C0448,Liam Smith,P020,Sports Backpack,Sports,East of England,Cambridge,1,58.9,0.0,58.9,31.13,27.77,Credit Card,Consumer,2025,3,Mar,Q1,47.14770797962649
ORD009075,2025-03-05,C0985,Ethan Wilson,P019,Fitness Tracker,Sports,South East,Southampton,1,129.14,0.05,122.68,72.34,50.34,Debit Card,Consumer,2025,3,Mar,Q1,41.03358330616238
ORD009872,2025-03-05,C0602,James Green,P014,Office Desk,Furniture,South East,Southampton,1,327.77,0.05,311.38,191.67,119.71,PayPal,Consumer,2025,3,Mar,Q1,38.44498683280879
ORD009907,2025-03-05,C0657,Chloe Edwards,P022,Air Fryer,Home Appliances,Wales,Newport,1,133.14,0.0,133.14,72.11,61.03,Credit Card,Consumer,2025,3,Mar,Q1,45.83896650142707
ORD010246,2025-03-05,C0185,Sophia Thomas,P009,Office Chair,Furniture,West Midlands,Coventry,1,258.0,0.0,258.0,144.0,114.0,Debit Card,Consumer,2025,3,Mar,Q1,44.18604651162791
ORD010542,2025-03-05,C0481,Chloe Johnson,P005,Mechanical Keyboard,Electronics,London,London,2,114.93,0.1,206.87,132.58,74.29,Credit Card,Consumer,2025,3,Mar,Q1,35.911441968385944
ORD011404,2025-03-05,C0455,Amelia Lewis,P017,Yoga Mat,Sports,South East,Reading,2,39.43,0.0,78.86,36.24,42.62,Debit Card,Small Business,2025,3,Mar,Q1,54.04514329190972
ORD011452,2025-03-05,C0415,Thomas White,P015,Running Shoes,Sports,South East,Brighton,3,118.23,0.0,354.69,194.7,159.99,Debit Card,Corporate,2025,3,Mar,Q1,45.106994840565
ORD012279,2025-03-05,C0059,Leo Hall,P028,Leather Wallet,Accessories,Wales,Cardiff,3,56.81,0.0,170.43,75.87,94.56,Credit Card,Small Business,2025,3,Mar,Q1,55.48318957929942
ORD012671,2025-03-05,C0101,Evie Clarke,P026,Blender,Home Appliances,Scotland,Edinburgh,2,66.62,0.0,133.24,71.4,61.84,PayPal,Consumer,2025,3,Mar,Q1,46.412488742119486
ORD013537,2025-03-05,C0849,Leo Jones,P005,Mechanical Keyboard,Electronics,London,London,1,117.68,0.0,117.68,63.72,53.96,Debit Card,Small Business,2025,3,Mar,Q1,45.85316111488783
ORD013944,2025-03-05,C0286,Freya Lewis,P013,Filing Cabinet,Furniture,Wales,Newport,3,134.45,0.0,403.35,246.72,156.63,Debit Card,Consumer,2025,3,Mar,Q1,38.83227965786538
ORD014229,2025-03-05,C0745,Ava Walker,P026,Blender,Home Appliances,East of England,Ipswich,1,66.94,0.1,60.25,35.58,24.67,Credit Card,Consumer,2025,3,Mar,Q1,40.94605809128631
ORD016105,2025-03-05,C0419,Ava Wright,P009,Office Chair,Furniture,North West,Liverpool,1,254.17,0.2,203.34,148.28,55.06,Credit Card,Consumer,2025,3,Mar,Q1,27.07780072784499
ORD016431,2025-03-05,C0927,Oliver Taylor,P012,Bookshelf,Furniture,West Midlands,Birmingham,2,181.92,0.0,363.84,207.0,156.84,Debit Card,Consumer,2025,3,Mar,Q1,43.10686015831135
ORD016618,2025-03-05,C0987,Ella Edwards,P026,Blender,Home Appliances,East of England,Norwich,2,69.36,0.0,138.72,69.44,69.28,Credit Card,Consumer,2025,3,Mar,Q1,49.94232987312572
ORD017344,2025-03-05,C0901,Isla Wilson,P021,Coffee Machine,Home Appliances,London,London,3,195.06,0.0,585.18,346.98,238.2,Debit Card,Small Business,2025,3,Mar,Q1,40.70542397211115
ORD017909,2025-03-05,C0824,Mason Evans,P007,4K Monitor,Electronics,Scotland,Glasgow,2,415.5,0.05,789.45,511.92,277.53,Debit Card,Small Business,2025,3,Mar,Q1,35.15485464563937
ORD018020,2025-03-05,C0309,Evie White,P028,Leather Wallet,Accessories,West Midlands,Coventry,1,56.04,0.05,53.24,24.85,28.39,Credit Card,Consumer,2025,3,Mar,Q1,53.32456799398948
ORD018066,2025-03-05,C0264,Mason Hall,P002,Laptop Air 13,Electronics,London,London,1,805.76,0.1,725.18,556.66,168.52,Debit Card,Consumer,2025,3,Mar,Q1,23.238368405085637
ORD018099,2025-03-05,C0068,Grace Hall,P008,USB-C Hub,Electronics,South West,Exeter,4,58.06,0.0,232.24,115.64,116.6,PayPal,Consumer,2025,3,Mar,Q1,50.20668274199104
ORD018556,2025-03-05,C0272,Olivia Davies,P021,Coffee Machine,Home Appliances,Scotland,Glasgow,1,196.76,0.0,196.76,115.64,81.12,Credit Card,Consumer,2025,3,Mar,Q1,41.227891847936576
ORD019401,2025-03-05,C0268,Sophia Davies,P006,Wireless Mouse,Electronics,Scotland,Edinburgh,2,52.45,0.0,104.9,48.18,56.72,Credit Card,Consumer,2025,3,Mar,Q1,54.07054337464251
ORD019708,2025-03-05,C0219,Evie Thompson,P003,Wireless Headphones,Electronics,Scotland,Aberdeen,2,148.57,0.0,297.14,166.38,130.76,Debit Card,Consumer,2025,3,Mar,Q1,44.0061923672343
ORD000524,2025-03-06,C0055,Harry Wright,P025,Toaster,Home Appliances,East Midlands,Derby,1,39.91,0.05,37.91,19.76,18.15,Credit Card,Consumer,2025,3,Mar,Q1,47.876549723028226
ORD001266,2025-03-06,C0438,Sophia Johnson,P029,Travel Bag,Accessories,East of England,Ipswich,8,110.73,0.0,885.84,409.6,476.24,Debit Card,Corporate,2025,3,Mar,Q1,53.76140160751377
ORD001380,2025-03-06,C0188,Ella Walker,P027,Backpack,Accessories,London,London,2,78.65,0.0,157.3,75.16,82.14,Bank Transfer,Corporate,2025,3,Mar,Q1,52.218690400508585
ORD002698,2025-03-06,C0050,Harry Roberts,P017,Yoga Mat,Sports,East Midlands,Leicester,1,38.83,0.0,38.83,18.35,20.48,Debit Card,Consumer,2025,3,Mar,Q1,52.74272469739893
ORD003083,2025-03-06,C0034,Liam Hughes,P022,Air Fryer,Home Appliances,North West,Preston,5,126.51,0.0,632.55,345.75,286.8,Credit Card,Small Business,2025,3,Mar,Q1,45.340289305193274
ORD003307,2025-03-06,C0901,Isla Wilson,P006,Wireless Mouse,Electronics,Northern Ireland,Derry,1,46.86,0.1,42.17,24.73,17.44,Credit Card,Small Business,2025,3,Mar,Q1,41.35641451268675
ORD003430,2025-03-06,C0364,Sophie Hall,P008,USB-C Hub,Electronics,London,London,3,60.56,0.15,154.43,86.85,67.58,Credit Card,Small Business,2025,3,Mar,Q1,43.76092728096872
ORD003895,2025-03-06,C0741,Jacob Green,P028,Leather Wallet,Accessories,East Midlands,Leicester,1,59.71,0.1,53.74,24.74,29.0,PayPal,Consumer,2025,3,Mar,Q1,53.96352809825083
ORD004028,2025-03-06,C0367,Liam Roberts,P030,Smart Watch,Accessories,East Midlands,Nottingham,1,213.75,0.0,213.75,135.55,78.2,Debit Card,Consumer,2025,3,Mar,Q1,36.58479532163742
ORD005227,2025-03-06,C0876,Noah Brown,P005,Mechanical Keyboard,Electronics,South East,Oxford,1,114.97,0.0,114.97,64.21,50.76,Credit Card,Consumer,2025,3,Mar,Q1,44.15064799512916
ORD005285,2025-03-06,C0735,Lily Smith,P023,Robot Vacuum,Home Appliances,London,London,1,363.66,0.05,345.48,216.35,129.13,Debit Card,Consumer,2025,3,Mar,Q1,37.37698274863957
ORD005475,2025-03-06,C0428,Liam Wright,P007,4K Monitor,Electronics,East of England,Cambridge,1,410.45,0.2,328.36,246.52,81.84,PayPal,Consumer,2025,3,Mar,Q1,24.923864051650625
ORD006570,2025-03-06,C0362,Muhammad Walker,P011,Desk Lamp,Furniture,Scotland,Glasgow,1,70.36,0.15,59.81,32.22,27.59,Debit Card,Consumer,2025,3,Mar,Q1,46.129409797692695
ORD006791,2025-03-06,C0994,Ella Jones,P021,Coffee Machine,Home Appliances,South East,Oxford,4,198.01,0.0,792.04,466.16,325.88,PayPal,Consumer,2025,3,Mar,Q1,41.14438664713904
ORD007904,2025-03-06,C0563,Sophie Brown,P015,Running Shoes,Sports,East of England,Cambridge,1,123.76,0.0,123.76,64.1,59.66,Credit Card,Consumer,2025,3,Mar,Q1,48.20620555914673
ORD008040,2025-03-06,C0329,Sophia Wilson,P013,Filing Cabinet,Furniture,Yorkshire,Leeds,2,136.15,0.05,258.68,163.28,95.4,Credit Card,Consumer,2025,3,Mar,Q1,36.87954229163445
ORD008078,2025-03-06,C0388,Lily Thompson,P027,Backpack,Accessories,East of England,Cambridge,2,75.51,0.05,143.47,72.42,71.05,PayPal,Consumer,2025,3,Mar,Q1,49.522548267930574
ORD008717,2025-03-06,C0745,Ava Walker,P013,Filing Cabinet,Furniture,Wales,Swansea,1,140.14,0.05,133.13,83.04,50.09,PayPal,Consumer,2025,3,Mar,Q1,37.62487793885676
ORD008995,2025-03-06,C0787,Ava Johnson,P011,Desk Lamp,Furniture,West Midlands,Coventry,3,70.58,0.05,201.15,96.93,104.22,Debit Card,Small Business,2025,3,Mar,Q1,51.81208053691275
ORD009073,2025-03-06,C0313,Leo Davies,P016,Training Shoes,Sports,London,London,2,99.27,0.05,188.61,102.62,85.99,Credit Card,Consumer,2025,3,Mar,Q1,45.59143205556438
ORD009636,2025-03-06,C0965,Freya Taylor,P026,Blender,Home Appliances,Yorkshire,York,1,68.96,0.1,62.06,35.74,26.32,Credit Card,Consumer,2025,3,Mar,Q1,42.41057041572672
ORD010036,2025-03-06,C0384,Thomas Evans,P028,Leather Wallet,Accessories,South West,Exeter,2,59.25,0.0,118.5,49.34,69.16,Credit Card,Consumer,2025,3,Mar,Q1,58.362869198312225
ORD010407,2025-03-06,C0900,Ethan Jones,P012,Bookshelf,Furniture,South East,Reading,1,187.8,0.0,187.8,103.48,84.32,Bank Transfer,Corporate,2025,3,Mar,Q1,44.89882854100106
ORD010607,2025-03-06,C0803,Evie Roberts,P003,Wireless Headphones,Electronics,North West,Liverpool,2,148.43,0.1,267.17,171.52,95.65,Credit Card,Corporate,2025,3,Mar,Q1,35.80117528165587
ORD010675,2025-03-06,C0239,Isla Wright,P005,Mechanical Keyboard,Electronics,London,London,4,119.73,0.1,431.03,257.2,173.83,Credit Card,Consumer,2025,3,Mar,Q1,40.32897942138599
ORD011563,2025-03-06,C0284,George Thomas,P014,Office Desk,Furniture,South East,Southampton,2,334.65,0.05,635.83,380.0,255.83,Credit Card,Corporate,2025,3,Mar,Q1,40.23559756538697
ORD011722,2025-03-06,C0011,Jack Evans,P021,Coffee Machine,Home Appliances,Wales,Swansea,2,197.01,0.2,315.22,236.62,78.6,Credit Card,Consumer,2025,3,Mar,Q1,24.93496605545333
ORD012355,2025-03-06,C0458,Liam Hall,P019,Fitness Tracker,Sports,North West,Manchester,1,123.99,0.0,123.99,71.4,52.59,Credit Card,Small Business,2025,3,Mar,Q1,42.41471086377934
ORD012591,2025-03-06,C0312,James Johnson,P010,Standing Desk,Furniture,Northern Ireland,Belfast,3,512.81,0.05,1461.51,920.91,540.6,Credit Card,Consumer,2025,3,Mar,Q1,36.98914136748979
ORD013649,2025-03-06,C0924,Sophie Brown,P002,Laptop Air 13,Electronics,North East,Middlesbrough,1,818.22,0.0,818.22,549.17,269.05,Debit Card,Consumer,2025,3,Mar,Q1,32.88235437901787
ORD014456,2025-03-06,C0071,Evie Jones,P013,Filing Cabinet,Furniture,North East,Sunderland,4,142.3,0.2,455.36,324.0,131.36,PayPal,Consumer,2025,3,Mar,Q1,28.847505270555168
ORD014746,2025-03-06,C0603,Lucas Wilson,P020,Sports Backpack,Sports,North West,Manchester,3,60.24,0.0,180.72,92.46,88.26,PayPal,Consumer,2025,3,Mar,Q1,48.83798140770252
ORD014833,2025-03-06,C0415,Thomas White,P020,Sports Backpack,Sports,East of England,Norwich,4,58.71,0.0,234.84,126.4,108.44,PayPal,Corporate,2025,3,Mar,Q1,46.17611991142906
ORD015158,2025-03-06,C0548,Liam Walker,P021,Coffee Machine,Home Appliances,Yorkshire,Leeds,1,197.14,0.1,177.43,113.31,64.12,PayPal,Consumer,2025,3,Mar,Q1,36.13819534464296
ORD015875,2025-03-06,C0042,Amelia Lewis,P007,4K Monitor,Electronics,East Midlands,Nottingham,2,383.33,0.0,766.66,525.26,241.4,Bank Transfer,Consumer,2025,3,Mar,Q1,31.48723032374195
ORD016159,2025-03-06,C0914,Lily Wright,P016,Training Shoes,Sports,North West,Manchester,2,97.0,0.0,194.0,105.98,88.02,Credit Card,Consumer,2025,3,Mar,Q1,45.371134020618555
ORD016855,2025-03-06,C0094,Noah Jones,P027,Backpack,Accessories,North West,Preston,1,79.24,0.0,79.24,38.35,40.89,Credit Card,Consumer,2025,3,Mar,Q1,51.60272589601212
ORD017312,2025-03-06,C0337,Muhammad White,P005,Mechanical Keyboard,Electronics,London,London,2,119.71,0.05,227.45,126.8,100.65,Debit Card,Consumer,2025,3,Mar,Q1,44.251483842602774
ORD018028,2025-03-06,C0383,Isla Johnson,P021,Coffee Machine,Home Appliances,Wales,Swansea,1,199.98,0.0,199.98,115.08,84.9,Credit Card,Consumer,2025,3,Mar,Q1,42.45424542454246
ORD018735,2025-03-06,C0448,Liam Smith,P004,Bluetooth Speaker,Electronics,South East,Reading,2,89.54,0.05,170.13,96.78,73.35,Credit Card,Consumer,2025,3,Mar,Q1,43.11408922588609
ORD019037,2025-03-06,C0544,Ava Green,P021,Coffee Machine,Home Appliances,South East,Brighton,3,206.25,0.0,618.75,347.76,270.99,PayPal,Small Business,2025,3,Mar,Q1,43.79636363636364
ORD019087,2025-03-06,C0469,Harry White,P001,Laptop Pro 14,Electronics,West Midlands,Wolverhampton,1,994.78,0.1,895.3,737.61,157.69,PayPal,Consumer,2025,3,Mar,Q1,17.613090584161732
ORD019874,2025-03-06,C0021,Sophie Thomas,P010,Standing Desk,Furniture,London,London,1,497.18,0.0,497.18,308.92,188.26,Debit Card,Corporate,2025,3,Mar,Q1,37.865561768373624
ORD000044,2025-03-07,C0916,Amelia Hughes,P008,USB-C Hub,Electronics,London,London,1,58.8,0.05,55.86,28.4,27.46,PayPal,Consumer,2025,3,Mar,Q1,49.15861081274615
ORD000953,2025-03-07,C0750,Ethan Edwards,P004,Bluetooth Speaker,Electronics,South East,Southampton,1,91.73,0.0,91.73,48.29,43.44,PayPal,Consumer,2025,3,Mar,Q1,47.35637196119045
ORD001206,2025-03-07,C0537,Sophia Jones,P024,Electric Kettle,Home Appliances,Northern Ireland,Derry,2,47.27,0.0,94.54,50.46,44.08,Debit Card,Consumer,2025,3,Mar,Q1,46.62576687116564
ORD002887,2025-03-07,C0604,James Lewis,P003,Wireless Headphones,Electronics,North East,Newcastle,1,147.27,0.05,139.91,84.0,55.91,PayPal,Consumer,2025,3,Mar,Q1,39.961403759559715
ORD002915,2025-03-07,C0365,Emily Edwards,P026,Blender,Home Appliances,Wales,Cardiff,2,69.6,0.0,139.2,69.96,69.24,Credit Card,Consumer,2025,3,Mar,Q1,49.74137931034483
ORD003315,2025-03-07,C0724,Emily Hall,P002,Laptop Air 13,Electronics,East Midlands,Leicester,2,791.76,0.0,1583.52,1109.26,474.26,Credit Card,Consumer,2025,3,Mar,Q1,29.949732242093564
ORD003604,2025-03-07,C0442,Jack White,P022,Air Fryer,Home Appliances,West Midlands,Birmingham,1,128.48,0.05,122.06,69.19,52.87,Debit Card,Consumer,2025,3,Mar,Q1,43.314763231197766
ORD003613,2025-03-07,C0569,Olivia Thomas,P023,Robot Vacuum,Home Appliances,South East,Brighton,1,345.7,0.0,345.7,220.61,125.09,Credit Card,Consumer,2025,3,Mar,Q1,36.18455308070582
ORD003984,2025-03-07,C0781,Amelia Edwards,P022,Air Fryer,Home Appliances,Wales,Newport,3,129.64,0.05,369.47,211.59,157.88,Credit Card,Corporate,2025,3,Mar,Q1,42.73148022843532
ORD004097,2025-03-07,C0166,Evie Davies,P021,Coffee Machine,Home Appliances,London,London,1,200.27,0.0,200.27,114.15,86.12,Credit Card,Small Business,2025,3,Mar,Q1,43.001947371049084
ORD004107,2025-03-07,C0927,Oliver Taylor,P007,4K Monitor,Electronics,South East,Southampton,1,400.96,0.2,320.77,255.55,65.22,Debit Card,Consumer,2025,3,Mar,Q1,20.332325342145463
ORD004169,2025-03-07,C0633,George White,P028,Leather Wallet,Accessories,Yorkshire,York,4,58.71,0.0,234.84,101.96,132.88,Credit Card,Consumer,2025,3,Mar,Q1,56.58320558678249
ORD004691,2025-03-07,C0604,James Lewis,P011,Desk Lamp,Furniture,South West,Exeter,1,66.74,0.0,66.74,31.84,34.9,Debit Card,Consumer,2025,3,Mar,Q1,52.29247827389871
ORD005165,2025-03-07,C0397,Mason Wilson,P027,Backpack,Accessories,London,London,1,79.9,0.1,71.91,37.17,34.74,PayPal,Consumer,2025,3,Mar,Q1,48.310387984981226
ORD005638,2025-03-07,C0226,Ella Wilson,P008,USB-C Hub,Electronics,London,London,1,58.24,0.05,55.33,29.11,26.22,Credit Card,Small Business,2025,3,Mar,Q1,47.388396891378996
ORD007363,2025-03-07,C0043,Mia Johnson,P005,Mechanical Keyboard,Electronics,South West,Bristol,3,119.18,0.05,339.66,191.49,148.17,Credit Card,Corporate,2025,3,Mar,Q1,43.62303479950538
ORD007777,2025-03-07,C0261,Lucas Thomas,P019,Fitness Tracker,Sports,North West,Liverpool,1,129.54,0.0,129.54,72.03,57.51,Debit Card,Consumer,2025,3,Mar,Q1,44.39555349698935
ORD008030,2025-03-07,C0477,Grace Thomas,P005,Mechanical Keyboard,Electronics,North East,Sunderland,1,120.2,0.0,120.2,63.97,56.23,Credit Card,Small Business,2025,3,Mar,Q1,46.780366056572376
ORD008142,2025-03-07,C0446,Ella Jones,P021,Coffee Machine,Home Appliances,South East,Oxford,2,201.87,0.0,403.74,230.82,172.92,PayPal,Consumer,2025,3,Mar,Q1,42.829543765789865
ORD008573,2025-03-07,C0118,Jack Johnson,P021,Coffee Machine,Home Appliances,South West,Plymouth,5,200.13,0.1,900.58,580.7,319.88,Debit Card,Corporate,2025,3,Mar,Q1,35.51933198605343
