Order_ID,Order_Date,Customer_ID,Customer_Name,Product_ID,Product_Name,Category,Region,City,Quantity,Unit_Price,Discount,Revenue,Cost,Profit,Payment_Method,Customer_Segment
ORD002538,2025-09-24,C0772,Leo Wilson,P010,Standing Desk,Furniture,Yorkshire,York,2,490.35,0.0,980.7,618.94,361.76,Credit Card,Consumer
ORD002539,2025-09-29,C0250,Grace Lewis,P020,Sports Backpack,Sports,Yorkshire,York,1,58.17,0.0,58.17,31.19,26.98,Bank Transfer,Small Business
ORD002540,2025-11-29,C0498,Ethan Roberts,P009,Office Chair,Furniture,Scotland,Glasgow,3,254.78,0.05,726.12,441.27,284.85,Debit Card,Consumer
ORD002541,2025-12-19,C0677,Chloe Jones,P021,Coffee Machine,Home Appliances,South West,Plymouth,2,201.05,0.15,341.78,230.96,110.82,Debit Card,Consumer
ORD002542,2025-12-05,C0015,Mason Hughes,P019,Fitness Tracker,Sports,London,London,3,125.68,0.0,377.04,219.6,157.44,Credit Card,Small Business
ORD002543,2025-09-05,C0170,Emily Hughes,P001,Laptop Pro 14,Electronics,East of England,Ipswich,2,1024.29,0.05,1946.15,1450.94,495.21,Credit Card,Consumer
ORD002544,2025-04-06,C0308,Ava Taylor,P008,USB-C Hub,Electronics,Yorkshire,York,1,59.76,0.05,56.77,28.91,27.86,Credit Card,Consumer
ORD002545,2025-05-07,C0194,Muhammad Green,P023,Robot Vacuum,Home Appliances,London,London,3,345.58,0.1,933.07,662.04,271.03,Credit Card,Small Business
ORD002546,2025-04-16,C0713,Oliver Jones,P002,Laptop Air 13,Electronics,South West,Exeter,2,822.92,0.15,1398.96,1100.08,298.88,Debit Card,Consumer
ORD002547,2025-11-06,C0365,Emily Edwards,P006,Wireless Mouse,Electronics,South East,Reading,1,50.05,0.15,42.54,23.51,19.03,Bank Transfer,Consumer
ORD002548,2025-05-21,C0125,Emily Wilson,P001,Laptop Pro 14,Electronics,North West,Manchester,1,984.8,0.05,935.56,722.09,213.47,Debit Card,Consumer
ORD002549,2025-07-27,C0799,Grace Smith,P023,Robot Vacuum,Home Appliances,Wales,Newport,1,351.44,0.05,333.87,220.64,113.23,Debit Card,Consumer
ORD002550,2025-11-05,C0945,Ethan Thompson,P024,Electric Kettle,Home Appliances,Scotland,Edinburgh,6,47.72,0.15,243.37,150.24,93.13,Debit Card,Small Business
ORD002551,2025-05-29,C0103,Isla Clarke,P018,Dumbbell Set,Sports,Scotland,Aberdeen,3,80.55,0.0,241.65,131.22,110.43,Debit Card,Consumer
ORD002552,2025-10-05,C0458,Liam Hall,P010,Standing Desk,Furniture,Wales,Newport,2,496.94,0.05,944.19,607.4,336.79,Debit Card,Small Business
ORD002553,2025-12-12,C0373,Jack Thomas,P016,Training Shoes,Sports,South West,Exeter,4,98.95,0.1,356.22,216.84,139.38,Credit Card,Consumer
ORD002554,2025-12-18,C0693,Liam Hall,P013,Filing Cabinet,Furniture,South West,Bristol,1,142.03,0.1,127.83,81.31,46.52,PayPal,Consumer
ORD002555,2025-08-16,C0754,Noah Thomas,P025,Toaster,Home Appliances,London,London,2,38.25,0.05,72.68,40.06,32.62,Credit Card,Consumer
ORD002556,2025-01-20,C0141,Sophie Thomas,P002,Laptop Air 13,Electronics,London,London,4,803.08,0.05,3051.7,2221.4,830.3,Debit Card,Small Business
ORD002557,2025-12-04,C0197,Emily Walker,P012,Bookshelf,Furniture,West Midlands,Coventry,2,181.48,0.1,326.66,216.2,110.46,Debit Card,Consumer
ORD002558,2025-05-10,C0330,Ava Edwards,P015,Running Shoes,Sports,South East,Brighton,2,118.96,0.0,237.92,131.68,106.24,Debit Card,Corporate
ORD002559,2025-11-15,C0310,Ella Johnson,P009,Office Chair,Furniture,East Midlands,Leicester,1,251.09,0.2,200.87,141.64,59.23,PayPal,Small Business
ORD002560,2025-01-27,C0249,Ava Thomas,P008,USB-C Hub,Electronics,East of England,Ipswich,1,59.63,0.15,50.69,28.36,22.33,Credit Card,Consumer
ORD002561,2025-05-11,C0482,Muhammad Roberts,P017,Yoga Mat,Sports,London,London,1,37.79,0.15,32.12,17.82,14.3,Credit Card,Consumer
ORD002562,2025-12-31,C0847,Oliver Thompson,P027,Backpack,Accessories,Yorkshire,Leeds,1,80.29,0.1,72.26,38.61,33.65,Debit Card,Consumer
ORD002563,2025-05-20,C0982,Thomas Taylor,P027,Backpack,Accessories,East Midlands,Nottingham,1,82.07,0.1,73.86,37.91,35.95,Debit Card,Consumer
ORD002564,2025-08-19,C0127,Sophia White,P024,Electric Kettle,Home Appliances,South East,Reading,3,50.04,0.1,135.11,76.47,58.64,Debit Card,Small Business
ORD002565,2025-06-26,C0095,Sophia Jones,P021,Coffee Machine,Home Appliances,North West,Manchester,3,202.66,0.1,547.18,346.89,200.29,Credit Card,Consumer
ORD002566,2025-07-27,C0450,Harry Edwards,P028,Leather Wallet,Accessories,Scotland,Aberdeen,1,57.76,0.1,51.98,25.34,26.64,Bank Transfer,Consumer
ORD002567,2025-10-31,C0493,Muhammad Hughes,P001,Laptop Pro 14,Electronics,West Midlands,Coventry,4,1026.02,0.0,4104.08,2834.8,1269.28,Debit Card,Small Business
ORD002568,2025-06-05,C0473,Grace Green,P018,Dumbbell Set,Sports,South East,Southampton,1,77.02,0.05,73.17,41.88,31.29,Credit Card,Consumer
ORD002569,2025-08-13,C0968,Thomas Smith,P023,Robot Vacuum,Home Appliances,North East,Sunderland,1,355.56,0.1,320.0,219.85,100.15,Debit Card,Consumer
ORD002570,2025-08-30,C0844,George Brown,P018,Dumbbell Set,Sports,North West,Liverpool,2,74.3,0.15,126.31,84.52,41.79,Debit Card,Consumer
ORD002571,2025-01-26,C0676,Jacob Wilson,P030,Smart Watch,Accessories,London,London,1,216.08,0.0,216.08,133.71,82.37,Debit Card,Consumer
ORD002572,2025-08-17,C0723,Harry Thompson,P019,Fitness Tracker,Sports,North West,Preston,2,124.79,0.05,237.1,143.92,93.18,Debit Card,Consumer
ORD002573,2025-04-20,C0814,Sophia Green,P026,Blender,Home Appliances,South East,Oxford,1,69.13,0.05,65.67,35.21,30.46,Credit Card,Consumer
ORD002574,2025-12-29,C0219,Evie Thompson,P009,Office Chair,Furniture,East Midlands,Nottingham,2,238.78,0.15,405.93,297.12,108.81,Debit Card,Consumer
ORD002575,2025-10-03,C0184,Lucas Green,P015,Running Shoes,Sports,Yorkshire,Sheffield,1,115.08,0.0,115.08,65.42,49.66,Credit Card,Small Business
ORD002576,2025-03-04,C0668,Sophia Wilson,P007,4K Monitor,Electronics,West Midlands,Birmingham,4,393.2,0.0,1572.8,1057.24,515.56,Bank Transfer,Consumer
ORD002577,2025-09-15,C0777,George Clarke,P009,Office Chair,Furniture,London,London,3,238.8,0.2,573.12,437.34,135.78,Credit Card,Corporate
ORD002578,2025-05-01,C0625,Oliver Evans,P002,Laptop Air 13,Electronics,North West,Manchester,1,781.73,0.0,781.73,562.18,219.55,Debit Card,Consumer
ORD002579,2025-04-15,C0855,Muhammad Jones,P018,Dumbbell Set,Sports,South East,Reading,1,78.44,0.0,78.44,42.77,35.67,Debit Card,Consumer
ORD002580,2025-07-27,C0698,Emily Lewis,P021,Coffee Machine,Home Appliances,East Midlands,Nottingham,1,193.27,0.0,193.27,116.99,76.28,Debit Card,Consumer
ORD002581,2025-04-03,C0876,Noah Brown,P010,Standing Desk,Furniture,Wales,Cardiff,1,496.37,0.0,496.37,300.44,195.93,Bank Transfer,Consumer
ORD002582,2025-01-18,C0640,Isla Johnson,P018,Dumbbell Set,Sports,East of England,Ipswich,1,77.92,0.0,77.92,42.53,35.39,Debit Card,Consumer
ORD002583,2025-09-12,C0572,Charlie Roberts,P029,Travel Bag,Accessories,London,London,1,109.1,0.1,98.19,52.17,46.02,Debit Card,Consumer
ORD002584,2025-10-12,C0070,Liam Jones,P010,Standing Desk,Furniture,East of England,Ipswich,1,493.73,0.15,419.67,307.37,112.3,Credit Card,Consumer
ORD002585,2025-05-27,C0410,Lily Wright,P001,Laptop Pro 14,Electronics,Yorkshire,Sheffield,2,998.78,0.2,1598.05,1449.04,149.01,PayPal,Consumer
ORD002586,2025-09-01,C0557,Ethan Green,P022,Air Fryer,Home Appliances,East Midlands,Leicester,2,135.07,0.0,270.14,137.56,132.58,PayPal,Small Business
ORD002587,2025-01-16,C0335,Harry Wilson,P024,Electric Kettle,Home Appliances,South East,Oxford,1,49.74,0.0,49.74,24.9,24.84,Bank Transfer,Consumer
ORD002588,2025-12-23,C0125,Emily Wilson,P018,Dumbbell Set,Sports,Wales,Cardiff,1,78.03,0.15,66.33,42.78,23.55,Debit Card,Consumer
ORD002589,2025-10-03,C0572,Charlie Roberts,P014,Office Desk,Furniture,South East,Oxford,1,327.42,0.15,278.31,193.86,84.45,Bank Transfer,Consumer
ORD002590,2025-09-11,C0279,Oliver Johnson,P005,Mechanical Keyboard,Electronics,London,London,1,116.14,0.0,116.14,64.71,51.43,PayPal,Consumer
ORD002591,2025-10-21,C0836,Mason Thomas,P013,Filing Cabinet,Furniture,North West,Manchester,2,140.66,0.05,267.25,165.36,101.89,Debit Card,Consumer
ORD002592,2025-02-27,C0593,Lily Edwards,P003,Wireless Headphones,Electronics,Scotland,Aberdeen,3,148.62,0.0,445.86,252.39,193.47,Credit Card,Consumer
ORD002593,2025-02-09,C0887,Charlie Wilson,P021,Coffee Machine,Home Appliances,East of England,Cambridge,1,199.66,0.0,199.66,114.88,84.78,Debit Card,Consumer
ORD002594,2025-12-25,C0561,Isabella Evans,P001,Laptop Pro 14,Electronics,East Midlands,Nottingham,8,989.67,0.05,7521.49,5808.4,1713.09,Debit Card,Corporate
ORD002595,2025-05-11,C0232,James Roberts,P007,4K Monitor,Electronics,North West,Preston,2,410.49,0.15,697.83,518.04,179.79,Debit Card,Consumer
ORD002596,2025-05-13,C0240,Liam Walker,P009,Office Chair,Furniture,Scotland,Aberdeen,1,252.45,0.05,239.83,141.98,97.85,Credit Card,Consumer
ORD002597,2025-09-01,C0710,Thomas Edwards,P022,Air Fryer,Home Appliances,London,London,1,121.11,0.15,102.94,68.86,34.08,Debit Card,Consumer
ORD002598,2025-11-25,C0438,Sophia Johnson,P021,Coffee Machine,Home Appliances,Yorkshire,York,3,194.53,0.05,554.41,349.47,204.94,Debit Card,Corporate
ORD002599,2025-05-18,C0520,Leo Wright,P029,Travel Bag,Accessories,Scotland,Edinburgh,5,110.37,0.0,551.85,259.45,292.4,Debit Card,Consumer
ORD002600,2025-03-18,C0520,Leo Wright,P025,Toaster,Home Appliances,Yorkshire,York,2,40.64,0.0,81.28,39.66,41.62,Credit Card,Consumer
ORD002601,2025-02-25,C0043,Mia Johnson,P017,Yoga Mat,Sports,West Midlands,Wolverhampton,8,38.87,0.0,310.96,146.56,164.4,Debit Card,Corporate
ORD002602,2025-02-04,C0643,Freya Davies,P022,Air Fryer,Home Appliances,West Midlands,Wolverhampton,2,127.74,0.1,229.93,139.5,90.43,Bank Transfer,Consumer
ORD002603,2025-11-03,C0122,Sophie Johnson,P011,Desk Lamp,Furniture,West Midlands,Birmingham,3,68.71,0.05,195.82,95.31,100.51,Credit Card,Small Business
ORD002604,2025-01-29,C0270,Grace Green,P006,Wireless Mouse,Electronics,South East,Brighton,2,50.26,0.05,95.49,48.08,47.41,Debit Card,Consumer
ORD002605,2025-07-27,C0553,Jack Wright,P004,Bluetooth Speaker,Electronics,South East,Oxford,1,91.68,0.05,87.1,48.91,38.19,Debit Card,Consumer
ORD002606,2025-10-12,C0641,Freya Jones,P026,Blender,Home Appliances,London,London,3,70.73,0.0,212.19,106.59,105.6,PayPal,Consumer
ORD002607,2025-11-21,C0189,Evie Hughes,P015,Running Shoes,Sports,Northern Ireland,Belfast,2,118.54,0.0,237.08,129.58,107.5,Credit Card,Corporate
ORD002608,2025-08-25,C0015,Mason Hughes,P017,Yoga Mat,Sports,South East,Southampton,3,39.17,0.0,117.51,52.86,64.65,Debit Card,Small Business
ORD002609,2025-07-16,C0392,Charlie Lewis,P030,Smart Watch,Accessories,North West,Liverpool,1,224.99,0.0,224.99,133.84,91.15,Credit Card,Small Business
ORD002610,2025-06-13,C0816,Sophie Green,P025,Toaster,Home Appliances,London,London,3,39.02,0.05,111.21,60.48,50.73,Credit Card,Consumer
ORD002611,2025-10-11,C0653,Jacob Edwards,P029,Travel Bag,Accessories,East of England,Norwich,1,114.38,0.0,114.38,51.23,63.15,Debit Card,Consumer
ORD002612,2025-11-14,C0074,Jack Clarke,P001,Laptop Pro 14,Electronics,London,London,1,1005.11,0.1,904.6,736.73,167.87,Debit Card,Consumer
ORD002613,2025-05-19,C0883,Ava Brown,P026,Blender,Home Appliances,London,London,4,71.74,0.0,286.96,140.68,146.28,Debit Card,Small Business
ORD002614,2025-01-12,C0800,Olivia Thomas,P013,Filing Cabinet,Furniture,North East,,1,138.29,0.0,138.29,83.06,55.23,Bank Transfer,Consumer
ORD002615,2025-06-04,C0461,Ava Thompson,P029,Travel Bag,Accessories,East of England,Ipswich,1,104.83,0.0,104.83,51.46,53.37,Credit Card,Consumer
ORD002616,2025-11-07,C0058,George Edwards,P017,Yoga Mat,Sports,Scotland,Aberdeen,3,39.24,0.15,100.06,55.38,44.68,Bank Transfer,Corporate
ORD002617,2025-03-01,C0146,Ethan Evans,P026,Blender,Home Appliances,Scotland,Edinburgh,2,69.73,0.05,132.49,69.38,63.11,Debit Card,Consumer
ORD002618,2025-06-27,C0262,Grace Wright,P009,Office Chair,Furniture,Scotland,Glasgow,1,257.1,0.05,244.24,145.95,98.29,Credit Card,Consumer
ORD002619,2025-12-30,C0492,Ella Jones,P008,USB-C Hub,Electronics,South West,Plymouth,1,57.16,0.15,48.59,28.89,19.7,Debit Card,Consumer
ORD002620,2025-12-23,C0281,Amelia Edwards,P008,USB-C Hub,Electronics,North East,Newcastle,2,56.58,0.15,96.19,56.94,39.25,Debit Card,Small Business
ORD002621,2025-06-06,C0265,Lucas Hughes,P030,Smart Watch,Accessories,East of England,Ipswich,1,229.85,0.05,218.36,137.97,80.39,Bank Transfer,Consumer
ORD002622,2025-07-16,C0515,Grace Thompson,P027,Backpack,Accessories,East of England,Cambridge,2,81.67,0.0,163.34,73.72,89.62,Credit Card,Consumer
ORD002623,2025-02-15,C0687,Ella Lewis,P018,Dumbbell Set,Sports,Scotland,Glasgow,2,79.63,0.05,151.3,84.56,66.74,Credit Card,Consumer
ORD002624,2025-09-14,C0957,Freya Walker,P013,Filing Cabinet,Furniture,London,London,1,137.87,0.05,130.98,82.85,48.13,Bank Transfer,Consumer
ORD002625,2025-09-27,C0321,Sophia Jones,P005,Mechanical Keyboard,Electronics,Scotland,Glasgow,5,121.59,0.15,516.76,338.05,178.71,Debit Card,Small Business
ORD002626,2025-05-27,C0834,Sophie Wright,P024,Electric Kettle,Home Appliances,South West,Plymouth,2,48.59,0.15,82.6,50.38,32.22,Debit Card,Consumer
ORD002627,2025-03-22,C0495,Muhammad Evans,P016,Training Shoes,Sports,London,London,1,98.67,0.0,98.67,52.33,46.34,Credit Card,Consumer
ORD002628,2025-11-19,C0031,George Evans,P008,USB-C Hub,Electronics,Yorkshire,Sheffield,1,58.08,0.05,55.18,28.77,26.41,Credit Card,Consumer
ORD002629,2025-06-07,C0443,Mason Taylor  ,P017,Yoga Mat,Sports,Scotland,Glasgow,2,39.22,0.15,66.67,35.9,30.77,Debit Card,Consumer
ORD002630,2025-12-19,C0236,Leo Roberts,P001,Laptop Pro 14,Electronics,Yorkshire,York,1,993.14,0.05,943.48,723.66,219.82,Debit Card,Consumer
ORD002631,2025-01-01,C0434,Lily Hall,P019,Fitness Tracker,Sports,London,London,3,126.56,0.05,360.7,210.3,150.4,Debit Card,Consumer
ORD002632,2025-11-14,C0940,Leo Lewis,P006,Wireless Mouse,Electronics,South West,Exeter,1,48.86,0.1,43.97,24.44,19.53,Credit Card,Consumer
ORD002633,2025-02-05,C0868,Sophie Wright,P008,USB-C Hub,Electronics,South East,Reading,1,58.27,0.1,52.44,29.28,23.16,Credit Card,Corporate
ORD002634,2025-10-16,C0272,Olivia Davies,P015,Running Shoes,Sports,East of England,Ipswich,1,119.03,0.0,119.03,63.74,55.29,Credit Card,Consumer
ORD002635,2025-04-13,C0250,Grace Lewis,P002,Laptop Air 13,Electronics,London,London,2,770.05,0.0,1540.1,1121.22,418.88,Debit Card,Small Business
ORD002636,2025-08-19,C0058,George Edwards,P002,Laptop Air 13,Electronics,East Midlands,Leicester,2,811.12,0.2,1297.79,1117.18,180.61,Debit Card,Corporate
ORD002637,2025-10-12,C0157,Lucas White,P006,Wireless Mouse,Electronics,South East,Brighton,1,48.97,0.0,48.97,24.67,24.3,PayPal,Consumer
ORD002638,2025-09-08,C0628,Olivia White,P026,Blender,Home Appliances,South West,Plymouth,3,68.43,0.1,184.76,107.25,77.51,Debit Card,Consumer
ORD002639,2025-01-24,C0073,Ethan Edwards,P024,Electric Kettle,Home Appliances,South East,Oxford,2,47.84,0.1,86.11,50.84,35.27,Debit Card,Consumer
ORD002640,2025-08-06,C0096,Oliver Jones,P029,Travel Bag,Accessories,East of England,Cambridge,5,105.85,0.0,529.25,255.4,273.85,Credit Card,Small Business
ORD002641,2025-01-16,C0992,Chloe Taylor,P002,Laptop Air 13,Electronics,North West,Preston,1,796.4,0.1,716.76,557.18,159.58,PayPal,Consumer
ORD002642,2025-10-13,C0240,Liam Walker,P012,Bookshelf,Furniture,London,London,1,175.23,0.05,166.47,103.91,62.56,Credit Card,Consumer
ORD002643,2025-02-19,C0393,Charlie Evans,P018,Dumbbell Set,Sports,West Midlands,Birmingham,1,76.93,0.15,65.39,43.85,21.54,PayPal,Small Business
ORD002644,2025-10-22,C0526,Grace Clarke,P011,Desk Lamp,Furniture,North West,Preston,1,67.82,0.05,64.43,31.93,32.5,Debit Card,Consumer
ORD002645,2025-12-21,C0818,Isabella Taylor,P019,Fitness Tracker,Sports,South East,Brighton,1,132.32,0.05,125.7,70.58,55.12,PayPal,Small Business
ORD002646,2025-07-02,C0603,Lucas Wilson,P019,Fitness Tracker,Sports,South East,Brighton,4,129.74,0.0,518.96,288.24,230.72,Credit Card,Consumer
ORD002647,2025-10-02,C0684,Thomas Lewis,P006,Wireless Mouse,Electronics,Northern Ireland,Derry,5,50.84,0.2,203.36,123.4,79.96,PayPal,Consumer
ORD002648,2025-09-15,C0671,Leo White,P026,Blender,Home Appliances,Northern Ireland,Derry,3,72.47,0.0,217.41,105.03,112.38,Credit Card,Consumer
ORD002649,2025-07-22,C0145,Lily Thomas,P008,USB-C Hub,Electronics,Yorkshire,York,1,60.29,0.05,57.28,28.96,28.32,PayPal,Consumer
ORD002650,2025-11-23,C0692,Liam Smith,P016,Training Shoes,Sports,South East,Southampton,2,96.3,0.1,173.34,104.62,68.72,PayPal,Consumer
ORD002651,2025-07-20,C0762,Freya Wilson,P022,Air Fryer,Home Appliances,South East,Reading,2,129.44,0.15,220.05,139.38,80.67,Debit Card,Corporate
ORD002652,2025-05-22,C0142,Freya Brown,P026,Blender,Home Appliances,North East,Sunderland,1,67.77,0.0,67.77,35.32,32.45,PayPal,Consumer
ORD002653,2025-10-08,C0595,James Taylor,P028,Leather Wallet,Accessories,Scotland,Glasgow,1,61.8,0.15,52.53,25.14,27.39,PayPal,Consumer
ORD002654,2025-06-25,C0701,Jack Wright,P018,Dumbbell Set,Sports,South East,Southampton,2,81.5,0.0,163.0,84.7,78.3,Debit Card,Corporate
ORD002655,2025-12-18,C0448,Liam Smith,P002,Laptop Air 13,Electronics,Yorkshire,Leeds,2,783.21,0.05,1488.1,1126.36,361.74,Debit Card,Consumer
ORD002656,2025-06-27,C0219,Evie Thompson,P017,Yoga Mat,Sports,South West,Bristol,1,38.03,0.0,38.03,17.93,20.1,Credit Card,Consumer
ORD002657,2025-05-28,C0297,Lucas Hughes,P001,Laptop Pro 14,Electronics,London,London,1,1005.61,0.05,955.33,712.7,242.63,Credit Card,Small Business
ORD002658,2025-11-25,C0310,Ella Johnson,P013,Filing Cabinet,Furniture,West Midlands,Wolverhampton,1,139.31,0.1,125.38,82.22,43.16,PayPal,Small Business
ORD002659,2025-05-05,C0648,Ethan Hughes,P003,Wireless Headphones,Electronics,Scotland,Glasgow,1,151.26,0.0,151.26,84.15,67.11,PayPal,Consumer
ORD002660,2025-05-12,C0007,Liam Hall,P011,Desk Lamp,Furniture,London,London,1,71.06,0.0,71.06,31.17,39.89,PayPal,Consumer
ORD002661,2025-07-14,C0071,Evie Jones,P016,Training Shoes,Sports,South West,Bristol,4,99.12,0.05,376.66,213.44,163.22,Debit Card,Consumer
ORD002662,2025-10-04,C0586,Evie Wright,P026,Blender,Home Appliances,Wales,Cardiff,2,69.79,0.0,139.58,70.54,69.04,Debit Card,Small Business
ORD002663,2025-12-12,C0313,Leo Davies,P001,Laptop Pro 14,Electronics,East of England,Cambridge,1,957.75,0.15,814.09,715.42,98.67,Credit Card,Consumer
ORD002664,2025-11-08,C0564,Sophia Green,P003,Wireless Headphones,Electronics,Scotland,Aberdeen,2,148.04,0.0,296.08,167.66,128.42,Debit Card,Consumer
ORD002665,2025-11-05,C0868,Sophie Wright,P014,Office Desk,Furniture,South East,Southampton,4,322.97,0.05,1227.29,773.8,453.49,Debit Card,Corporate
ORD002666,2025-11-26,C0819,Ava Jones,P011,Desk Lamp,Furniture,South East,Oxford,3,71.67,0.1,193.51,97.74,95.77,Credit Card,Small Business
ORD002667,2025-04-06,C0283,Freya Clarke,P016,Training Shoes,Sports,Scotland,Edinburgh,4,101.04,0.0,404.16,209.92,194.24,Bank Transfer,Consumer
ORD002668,2025-12-30,C0856,Grace Davies,P006,Wireless Mouse,Electronics,South East,Oxford,1,47.92,0.0,47.92,24.41,23.51,Debit Card,Consumer
ORD002669,2025-02-20,C0698,Emily Lewis,P010,Standing Desk,Furniture,London,London,1,526.87,0.15,447.84,313.47,134.37,Debit Card,Consumer
ORD002670,2025-11-16,C0643,Freya Davies,P028,Leather Wallet,Accessories,Wales,Cardiff,1,56.56,0.0,56.56,25.15,31.41,Debit Card,Consumer
ORD002671,2025-04-18,C0440,Olivia Thomas,P005,Mechanical Keyboard,Electronics,London,London,1,116.44,0.0,116.44,61.97,54.47,,Consumer
ORD002672,2025-11-08,C0525,Leo Edwards,P022,Air Fryer,Home Appliances,Scotland,Aberdeen,1,133.49,0.1,120.14,70.54,49.6,Credit Card,Consumer
ORD002673,2025-01-31,C0214,Amelia Clarke,P026,Blender,Home Appliances,North East,Sunderland,1,70.72,0.05,67.18,34.77,32.41,Credit Card,Consumer
ORD002674,2025-12-14,C0569,Olivia Thomas,P014,Office Desk,Furniture,North West,Preston,1,323.52,0.1,291.17,196.32,94.85,Debit Card,Consumer
ORD002675,2025-03-05,C0524,Liam Taylor,P029,Travel Bag,Accessories,Yorkshire,Sheffield,2,110.43,0.0,220.86,102.76,118.1,Credit Card,Small Business
ORD002676,2025-01-25,C0955,Harry Smith,P014,Office Desk,Furniture,North East,Newcastle,1,320.53,0.0,320.53,197.99,122.54,Credit Card,Consumer
ORD002677,2025-04-21,C0973,Noah Edwards,P002,Laptop Air 13,Electronics,South East,Southampton,4,792.68,0.0,3170.72,2254.08,916.64,Credit Card,Corporate
ORD002678,2025-10-15,C0720,George Thompson,P029,Travel Bag,Accessories,West Midlands,Wolverhampton,1,105.54,0.05,100.26,52.07,48.19,Credit Card,Consumer
ORD002679,2025-01-01,C0705,Amelia Lewis,P006,Wireless Mouse,Electronics,West Midlands,Coventry,4,49.01,0.05,186.24,97.84,88.4,Credit Card,Consumer
ORD002680,2025-09-22,C0806,Isabella Wilson,P018,Dumbbell Set,Sports,East of England,Ipswich,2,80.11,0.15,136.19,86.6,49.59,Credit Card,Corporate
ORD002681,2025-07-30,C0646,Charlie Wright,P012,Bookshelf,Furniture,Yorkshire,Sheffield,2,182.17,0.0,364.34,212.66,151.68,Bank Transfer,Consumer
ORD002682,2025-12-04,C0517,Charlie Walker,P002,Laptop Air 13,Electronics,Wales,Swansea,2,774.64,0.15,1316.89,1144.18,172.71,Debit Card,Small Business
ORD002683,2025-06-26,C0125,Emily Wilson,P026,Blender,Home Appliances,London,London,1,66.78,0.0,66.78,33.5,33.28,Debit Card,Consumer
ORD002684,2025-12-19,C0096,Oliver Jones,P024,Electric Kettle,Home Appliances,Wales,Swansea,6,48.89,0.15,249.34,150.42,98.92,Credit Card,Small Business
ORD002685,2025-05-24,C0408,Sophia Brown,P012,Bookshelf,Furniture,London,London,1,184.29,0.0,184.29,105.99,78.3,Credit Card,Consumer
ORD002686,2025-10-05,C0706,Sophie Davies,P004,Bluetooth Speaker,Electronics,London,London,2,89.62,0.05,170.28,98.38,71.9,Credit Card,Consumer
ORD002687,2025-02-09,C0518,George Green,P007,4K Monitor,Electronics,Yorkshire,Sheffield,1,400.2,0.05,380.19,250.25,129.94,Credit Card,Small Business
ORD002688,2025-01-20,C0570,Ella Roberts,P020,Sports Backpack,Sports,South East,Southampton,2,58.07,0.05,110.33,62.6,47.73,Debit Card,Corporate
ORD002689,2025-11-19,C0642,Liam Thompson,P008,USB-C Hub,Electronics,Northern Ireland,Derry,4,59.86,0.05,227.47,115.24,112.23,Credit Card,Consumer
ORD002690,2025-02-27,C0176,Charlie Evans,P021,Coffee Machine,Home Appliances,Scotland,Aberdeen,2,204.89,0.1,368.8,224.64,144.16,Credit Card,Small Business
ORD002691,2025-11-09,C0370,Lucas Roberts,P022,Air Fryer,Home Appliances,West Midlands,Birmingham,2,125.92,0.1,226.66,137.62,89.04,PayPal,Consumer
ORD002692,2025-07-28,C0325,Sophia Hughes,P009,Office Chair,Furniture,West Midlands,Wolverhampton,3,252.46,0.05,719.51,436.53,282.98,PayPal,Small Business
ORD002693,2025-09-17,C0557,Ethan Green,P004,Bluetooth Speaker,Electronics,East of England,Ipswich,4,87.9,0.1,316.44,196.28,120.16,Credit Card,Small Business
ORD002694,2025-06-19,C0696,George Jones,P010,Standing Desk,Furniture,North West,Liverpool,1,507.62,0.0,507.62,310.0,197.62,Credit Card,Consumer
ORD002695,2025-10-25,C0166,Evie Davies,P029,Travel Bag,Accessories,East of England,Ipswich,2,109.67,0.15,186.44,105.28,81.16,Bank Transfer,Small Business
ORD002696,2025-10-26,C0587,Isla Jones,P008,USB-C Hub,Electronics,Scotland,Aberdeen,2,55.35,0.0,110.7,57.88,52.82,Credit Card,Corporate
ORD002697,2025-06-21,C0087,George Thomas,P017,Yoga Mat,Sports,Yorkshire,Leeds,3,37.6,0.15,95.88,56.07,39.81,Credit Card,Small Business
ORD002698,2025-03-06,C0050,Harry Roberts,P017,Yoga Mat,Sports,East Midlands,Leicester,1,38.83,0.0,38.83,18.35,20.48,Debit Card,Consumer
ORD002699,2025-04-23,C0801,Harry Hughes,P024,Electric Kettle,Home Appliances,Scotland,Edinburgh,1,50.25,0.1,45.22,25.45,19.77,Debit Card,Consumer
ORD002700,2025-02-21,C0301,Sophia Thomas,P008,USB-C Hub,Electronics,West Midlands,Birmingham,2,58.71,0.05,111.55,58.94,52.61,PayPal,Consumer
ORD002701,2025-05-17,C0105,Lucas Walker,P001,Laptop Pro 14,Electronics,East Midlands,Nottingham,1,981.11,0.0,981.11,714.94,266.17,PayPal,Consumer
ORD002702,2025-12-31,C0176,Charlie Evans,P017,Yoga Mat,Sports,London,London,3,38.6,0.05,110.01,53.94,56.07,Debit Card,Small Business
ORD002703,2025-10-09,C0534,Olivia Roberts,P011,Desk Lamp,Furniture,North East,Middlesbrough,1,68.82,0.05,65.38,31.88,33.5,Credit Card,Consumer
ORD002704,2025-03-30,C0941,Amelia Walker,P010,Standing Desk,Furniture,Wales,Cardiff,5,492.04,0.0,2460.2,1556.45,903.75,Credit Card,Corporate
